0010.466	5.000	1.000
0035.466	2.500	1.000
0058.466	3.500	1.000
0086.467	1.500	1.000
0103.966	3.500	1.000
0128.967	2.500	1.000
0151.467	1.000	1.000
0177.966	4.500	1.000
0212.466	2.500	1.000
0238.966	4.500	1.000
0263.966	2.000	1.000
0293.467	5.000	1.000
0318.966	4.000	1.000
0344.967	2.500	1.000
0363.966	2.000	1.000
0384.966	1.500	1.000
0406.967	3.000	1.000
0430.466	1.000	1.000
0450.466	3.000	1.000
0471.467	5.000	1.000
0648.997	1.500	1.000
0671.997	3.500	1.000
0695.498	3.500	1.000
0715.497	1.500	1.000
0740.497	4.500	1.000
0769.997	1.000	1.000
0786.499	2.500	1.000
0811.497	2.000	1.000
0836.497	5.000	1.000
0859.497	4.500	1.000
0883.497	5.000	1.000
0909.997	2.500	1.000
0933.998	2.500	1.000
0956.998	3.000	1.000
0980.997	4.000	1.000
1008.997	2.000	1.000
1027.998	3.000	1.000
1055.497	1.000	1.000
1079.997	5.000	1.000
1104.997	2.500	1.000
1286.528	2.000	1.000
1310.528	1.500	1.000
1336.028	2.000	1.000
1358.029	4.500	1.000
1384.028	5.000	1.000
1407.029	3.000	1.000
1434.028	3.500	1.000
1456.529	5.000	1.000
1486.028	2.500	1.000
1508.028	1.000	1.000
1527.029	1.500	1.000
1545.028	3.500	1.000
1573.529	3.000	1.000
1597.528	2.500	1.000
1622.528	2.500	1.000
1644.528	4.000	1.000
1671.529	2.500	1.000
1695.028	1.000	1.000
1717.529	5.000	1.000
1744.028	4.500	1.000
