19.519	1.500	1.000
42.018	2.500	1.000
64.019	5.000	1.000
93.018	1.000	1.000
110.019	4.500	1.000
134.019	3.000	1.000
219.019	3.500	1.000
247.019	1.500	1.000
271.518	5.000	1.000
370.019	3.000	1.000
388.519	2.500	1.000
414.519	3.500	1.000
434.519	4.500	1.000
459.519	1.000	1.000
482.019	5.000	1.000
654.050	3.500	1.000
679.549	2.000	1.000
701.550	2.500	1.000
720.550	5.000	1.000
774.050	2.500	1.000
793.049	3.000	1.000
845.550	1.000	1.000
869.049	2.000	1.000
890.549	1.500	1.000
988.050	5.000	1.000
1015.050	1.500	1.000
1037.050	3.000	1.000
1059.050	4.000	1.000
1090.550	2.500	1.000
1109.550	4.500	1.000
1291.080	5.000	1.000
1317.081	1.500	1.000
1341.581	1.500	1.000
1365.081	4.500	1.000
1394.581	1.000	1.000
1414.582	2.500	1.000
1494.080	1.000	1.000
1512.081	3.000	1.000
1533.581	2.500	1.000
1629.580	2.000	1.000
1652.581	2.500	1.000
1678.080	4.000	1.000
1698.081	5.000	1.000
1726.581	3.500	1.000
1752.080	2.000	1.000
