0021.102	3.500	1.000
0044.578	3.000	1.000
0069.103	6.000	1.000
0094.088	1.000	1.000
0114.603	4.500	1.000
0137.093	6.500	1.000
0162.599	5.500	1.000
0188.102	2.500	1.000
0222.599	4.500	1.000
0248.601	7.000	1.000
0276.591	5.000	1.000
0305.606	4.000	1.000
0330.079	3.500	1.000
0353.087	3.000	1.000
0373.099	2.000	1.000
0391.095	5.500	1.000
000418.1	4.000	1.000
0439.095	2.500	1.000
000460.6	1.500	1.000
0487.092	5.000	1.000
0657.603	3.500	1.000
0681.641	5.500	1.000
0704.117	3.500	1.000
0725.612	4.000	1.000
0756.112	4.500	1.000
00776.62	2.000	1.000
0796.132	5.000	1.000
00823.62	1.000	1.000
0846.624	3.000	1.000
0871.132	2.500	1.000
0892.126	6.500	1.000
0918.113	7.000	1.000
0944.118	4.500	1.000
0968.193	2.500	1.000
0993.134	4.000	1.000
1016.605	1.500	1.000
1040.096	6.000	1.000
1063.122	5.500	1.000
1093.121	3.000	1.000
1114.116	5.000	1.000
1296.166	5.500	1.000
1318.654	6.000	1.000
1343.144	4.000	1.000
1369.651	5.500	1.000
1395.668	3.500	1.000
1417.196	5.000	1.000
1444.167	3.000	1.000
1472.171	2.000	1.000
1495.159	2.500	1.000
1515.139	3.500	1.000
01536.15	1.000	1.000
1555.646	7.000	1.000
1582.648	5.000	1.000
1609.652	2.500	1.000
1631.659	1.500	1.000
01655.15	6.500	1.000
1682.156	3.000	1.000
01703.15	4.500	1.000
1730.152	4.500	1.000
1754.157	4.000	1.000
