0004.517	6.000	1.000
0029.516	6.000	1.000
0052.516	6.000	1.000
0080.516	6.000	1.000
0098.017	6.000	1.000
0123.017	6.000	1.000
0145.516	6.000	1.000
0172.016	6.000	1.000
0206.516	6.000	1.000
0233.016	6.000	1.000
0258.016	6.000	1.000
0287.517	6.000	1.000
0313.016	6.000	1.000
0339.016	6.000	1.000
0358.017	6.000	1.000
0379.016	6.000	1.000
0401.016	6.000	1.000
0424.517	6.000	1.000
0444.517	6.000	1.000
0465.516	6.000	1.000
0643.048	6.000	1.000
0666.048	6.000	1.000
0689.547	6.000	1.000
0709.547	6.000	1.000
0734.547	6.000	1.000
0764.047	6.000	1.000
0780.547	6.000	1.000
0805.547	6.000	1.000
0830.548	6.000	1.000
0853.548	6.000	1.000
0877.548	6.000	1.000
0904.048	6.000	1.000
0928.047	6.000	1.000
0951.047	6.000	1.000
0975.047	6.000	1.000
1003.048	6.000	1.000
1022.047	6.000	1.000
1049.548	6.000	1.000
1074.047	6.000	1.000
1099.047	6.000	1.000
1280.578	6.000	1.000
1304.578	6.000	1.000
1330.078	6.000	1.000
1352.078	6.000	1.000
1378.079	6.000	1.000
1401.079	6.000	1.000
1428.079	6.000	1.000
1450.578	6.000	1.000
1480.078	6.000	1.000
1502.079	6.000	1.000
1521.078	6.000	1.000
1539.078	6.000	1.000
1567.579	6.000	1.000
1591.578	6.000	1.000
1616.579	6.000	1.000
1638.578	6.000	1.000
1665.578	6.000	1.000
1689.078	6.000	1.000
1711.578	6.000	1.000
1738.079	6.000	1.000
